title,link,postdate,fname
Most-watched Copa America Centenario games on Univision,https://worldsoccertalk.com/2016/06/28/watched-copa-america-centenario-games-univision/,"June 28, 2016",watched-copa-america-centenario-games-univision.html
Most-watched Copa America Centenario games on US TV after 24 games,https://worldsoccertalk.com/2016/06/16/watched-copa-america-centenario-games-us-tv-24-games/,"June 16, 2016",watched-copa-america-centenario-games-us-tv-24-games.html
"Most-watched live soccer games on US TV for week of May 13-18, 2016",https://worldsoccertalk.com/2016/05/19/watched-live-soccer-games-us-tv-week-may-13-18-2016/,"May 19, 2016",watched-live-soccer-games-us-tv-week-may-13-18-2016.html
"Most-watched live soccer games on US TV for weekend of May 6-11, 2016",https://worldsoccertalk.com/2016/05/13/most-watched-live-soccer-games-on-us-tv-for-weekend-of-may-6-11-2016/,"May 13, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-may-6-11-2016.html
"Most-watched live soccer games on US TV for weekend of April 29 to May 2, 2016",https://worldsoccertalk.com/2016/05/05/most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-29-to-may-2-2016/,"May 5, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-29-to-may-2-2016.html
"Most-watched live soccer games on US TV for weekend of April 22-25, 2016",https://worldsoccertalk.com/2016/04/28/most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-22-25-2016/,"April 28, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-22-25-2016.html
Most-watched live soccer games on US TV for weekend of April 15-18,https://worldsoccertalk.com/2016/04/21/most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-15-18/,"April 21, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-15-18.html
Most-watched live soccer games on US TV for weekend of April 8-10,https://worldsoccertalk.com/2016/04/14/most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-8-10/,"April 14, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-8-10.html
"Most-watched live soccer games on US TV for weekend of April 1-3, 2016",https://worldsoccertalk.com/2016/04/07/most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-1-3-2016/,"April 7, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-april-1-3-2016.html
Most-watched soccer games on US TV for weekend of March 18-20,https://worldsoccertalk.com/2016/03/24/most-watched-soccer-games-on-us-tv-for-weekend-of-march-18-20/,"March 24, 2016",most-watched-soccer-games-on-us-tv-for-weekend-of-march-18-20.html
Most-watched soccer games on US TV for weekend of March 11-13,https://worldsoccertalk.com/2016/03/16/most-watched-soccer-games-on-us-tv-for-weekend-of-march-11-13/,"March 16, 2016",most-watched-soccer-games-on-us-tv-for-weekend-of-march-11-13.html
Most-watched live soccer games on US TV for weekend of March 4-6,https://worldsoccertalk.com/2016/03/09/most-watched-live-soccer-games-on-us-tv-for-weekend-of-march-4-6/,"March 9, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-march-4-6.html
Most-watched live soccer games on US TV for weekend of 2/12 to 2/14,https://worldsoccertalk.com/2016/02/18/most-watched-live-soccer-games-on-us-tv-for-weekend-of-212-to-214/,"February 18, 2016",most-watched-live-soccer-games-on-us-tv-for-weekend-of-212-to-214.html
